258.60354614	2.58823538
258.60800171	2.56862736
258.61193848	2.54901958
258.61584473	2.56862736
258.61584473	2.56862736
258.61993408	2.54901958
258.62408447	2.56862736
258.62832642	2.60784316
258.62832642	2.56862736
258.63232422	2.52941179
258.63647461	2.52941179
258.64053345	2.52941179
258.64468384	2.52941179
258.64468384	2.52941179
258.64868164	2.56862736
258.65286255	2.62745094
258.65701294	2.64705873
258.65701294	2.66666675
258.66088867	2.70588231
258.66494751	2.70588231
258.66903687	2.68627453
258.67327881	2.68627453
258.67327881	2.68627453
258.67736816	2.68627453
258.68136597	2.68627453
258.68548584	2.68627453
258.68548584	2.70588231
258.68948364	2.68627453
258.69375610	2.68627453
258.69790649	2.72549009
258.70196533	2.76470590
258.70593262	2.68627453
258.71008301	2.68627453
258.71417236	2.62745094
258.71417236	2.62745094
258.71838379	2.62745094
258.72225952	2.58823538
258.72668457	2.54901958
258.73062134	2.56862736
258.73461914	2.56862736
258.73873901	2.56862736
258.74298096	2.54901958
258.74298096	2.52941179
258.74694824	2.56862736
258.75103760	2.60784316
258.75521851	2.62745094
258.75933838	2.62745094
258.76342773	2.64705873
258.76766968	2.64705873
258.77172852	2.62745094
258.77172852	2.62745094
258.77569580	2.64705873
258.77978516	2.64705873
258.78378296	2.64705873
258.78378296	2.64705873
258.78790283	2.64705873
258.79211426	2.62745094
258.79608154	2.62745094
258.80032349	2.62745094
258.80032349	2.58823538
258.80426025	2.54901958
258.80883789	2.54901958
258.81246948	2.54901958
258.81246948	2.58823538
258.81661987	2.66666675
258.82064819	2.70588231
258.82498169	2.72549009
258.82910156	2.66666675
258.82910156	2.66666675
258.83316040	2.68627453
258.83718872	2.70588231
258.84130859	2.64705873
258.84130859	2.58823538
258.84524536	2.50980401
258.84957886	2.49019599
258.85342407	2.49019599
258.85769653	2.50980401
258.85769653	2.52941179
258.86160278	2.50980401
258.86569214	2.49019599
258.86981201	2.43137264
258.86981201	2.47058821
258.87387085	2.50980401
258.87805176	2.62745094
258.88211060	2.68627453
258.88629150	2.72549009
258.88629150	2.76470590
258.89035034	2.80392146
258.89450073	2.74509811
258.89859009	2.62745094
258.89859009	2.52941179
258.90255737	2.50980401
258.90661621	2.52941179
258.91079712	2.52941179
258.91491699	2.54901958
258.91891479	2.56862736
258.92315674	2.66666675
258.92721558	2.72549009
258.92721558	2.86274505
258.93118286	3.05882359
258.93527222	3.27450991
258.93942261	3.13725495
258.94363403	3.25490189
258.94775391	2.98039222
258.95181274	2.43137264
258.95574951	2.01960778
258.95574951	1.90196073
258.95986938	1.92156863
258.96411133	1.98039210
258.96813965	2.07843137
258.96813965	2.21568632
258.97216797	2.33333325
258.97628784	2.49019599
258.98034668	2.62745094
258.98455811	2.72549009
258.98455811	2.82352948
258.98861694	2.94117641
258.99282837	3.07843137
258.99679565	3.43137264
258.99679565	3.54901958
259.00085449	3.49019599
259.00497437	3.35294127
259.00921631	3.35294127
259.01318359	3.37254906
259.01318359	3.74509811
259.01727295	4.29411745
259.02151489	4.21568632
259.02560425	4.00000000
259.02560425	3.80392146
259.02963257	3.43137264
259.03366089	3.11764717
259.03781128	3.01960778
259.04217529	3.07843137
259.04217529	3.13725495
259.04592896	3.05882359
259.05004883	3.11764717
259.05416870	3.43137264
259.05416870	3.82352948
259.05825806	3.98039222
259.06234741	3.66666675
259.06643677	3.39215684
259.07067871	3.29411769
259.07067871	3.49019599
259.07470703	3.94117641
259.07891846	4.01960802
259.08322144	3.84313726
259.08322144	3.41176462
259.08688354	2.90196085
259.09109497	2.50980401
259.09518433	2.58823538
259.09915161	2.74509811
259.09915161	2.72549009
259.10339355	3.27450991
259.10745239	3.60784316
259.11157227	3.47058821
259.11157227	3.07843137
259.11557007	2.88235283
259.11968994	2.64705873
259.12405396	2.52941179
259.12792969	1.90196073
259.13198853	1.90196073
259.13629150	1.94117641
259.14062500	2.01960778
259.14062500	2.17647052
259.14431763	2.29411769
259.14834595	2.41176462
259.15258789	2.47058821
259.15679932	2.64705873
259.16067505	2.88235283
259.16500854	3.15686274
259.16888428	3.41176462
259.16888428	3.84313726
259.17294312	4.49019623
259.17712402	4.70588255
259.18115234	4.54901981
259.18115234	3.74509811
259.18518066	3.62745094
259.18942261	4.17647076
259.19351196	4.43137264
259.19763184	4.09803915
259.19763184	3.88235283
259.20178223	4.45098019
259.20587158	4.31372547
259.20999146	3.21568632
259.20999146	2.90196085
259.21401978	2.96078420
259.21798706	3.17647052
259.22232056	3.45098042
259.22644043	3.31372547
259.22644043	3.11764717
259.23034668	4.03921556
259.23452759	3.92156863
259.23852539	2.66666675
259.23852539	1.96078432
259.24270630	1.78431368
259.24667358	1.62745094
259.25103760	2.11764717
259.25500488	3.15686274
259.25500488	4.00000000
259.25930786	4.07843161
259.26327515	4.98039198
259.26736450	4.98039198
259.26736450	4.43137264
259.27142334	2.98039222
259.27542114	1.94117641
259.27957153	1.98039210
259.28363037	1.94117641
259.28363037	2.29411769
259.28781128	3.52941179
259.29196167	4.68627453
259.29583740	4.72549009
259.29583740	3.37254906
259.29989624	2.25490189
259.30401611	1.66666663
259.30813599	1.39215684
259.31216431	1.76470590
259.31634521	1.86274505
259.32043457	2.29411769
259.32461548	2.58823538
259.32461548	2.37254906
259.32864380	1.88235295
259.33267212	2.39215684
259.33697510	3.17647052
259.34094238	3.15686274
259.34503174	3.01960778
259.34924316	3.72549009
259.35324097	4.52941179
259.35324097	4.62745094
259.35739136	3.78431368
259.36141968	3.35294127
259.36566162	3.27450991
259.36978149	2.90196085
259.37384033	3.54901958
259.37786865	4.15686274
259.38183594	3.64705873
259.38183594	3.00000000
259.38607788	2.84313726
259.39016724	2.66666675
259.39413452	2.45098042
259.39413452	3.05882359
259.39831543	4.05882359
259.40243530	4.03921556
259.40652466	4.25490189
259.41058350	4.49019623
259.41058350	3.27450991
259.41455078	1.72549021
259.41879272	1.07843137
259.42297363	1.15686274
259.42297363	2.09803915
259.42700195	2.66666675
259.43099976	2.19607854
259.43511963	1.86274505
259.43923950	1.72549021
259.43923950	2.17647052
259.44338989	2.27450991
259.44754028	2.41176462
259.45147705	2.58823538
259.45147705	2.82352948
259.45556641	3.07843137
259.46020508	3.31372547
259.46389771	3.25490189
259.46789551	3.29411769
259.46789551	2.76470590
259.47204590	2.62745094
259.47604370	2.50980401
259.48028564	2.19607854
259.48028564	1.64705884
259.48422241	1.15686274
259.48840332	1.80392158
259.49258423	2.39215684
259.49658203	2.27450991
259.49658203	1.68627453
259.50082397	1.74509799
259.50476074	1.76470590
259.50894165	2.05882359
259.50894165	2.64705873
259.51300049	2.84313726
259.51718140	3.01960778
259.52127075	2.47058821
259.52529907	1.45098042
259.52932739	1.31372547
259.53338623	1.09803927
259.53753662	1.54901958
259.53753662	2.66666675
259.54220581	2.76470590
259.54571533	2.29411769
259.54980469	1.49019611
259.55389404	1.07843137
259.55804443	1.29411769
259.56204224	1.39215684
259.56616211	1.49019611
259.56616211	1.86274505
259.57031250	2.96078420
259.57452393	3.39215684
259.57852173	3.33333325
259.58261108	2.00000000
259.58685303	1.17647064
259.59094238	1.13725495
259.59503174	2.09803915
259.59503174	2.43137264
259.59893799	2.17647052
259.60348511	1.74509799
259.60729980	1.13725495
